action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19455347,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCOC(=O)c1ccc(Cl)cc1-n1c(C)ccc1C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4476866,,2015,,CHEMBL4528956,,CHEMBL4528956,,0,http://www.openphacts.org/units/Nanomolar,3251305,=,38,1,=,,IC50,nM,,206000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,206.0
,Not Active,19455348,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)OCOC(=O)c1ccccc1N1CCN(C)CC1,,,CHEMBL4476866,,2015,,CHEMBL4520816,,CHEMBL4520816,,0,,3251306,,38,0,,,IC50,,,,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,,,,
,,19455349,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C(=O)OCOC(C)=O)c(-n2c(C)ccc2C)cc1OC,,,CHEMBL4476866,,2015,"{'bei': '11.58', 'le': '0.22', 'lle': '1.23', 'sei': '5.30'}",CHEMBL4584226,,CHEMBL4584226,4.02,0,http://www.openphacts.org/units/Nanomolar,3251307,=,38,1,=,,IC50,nM,,94600.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,94.6
,,19455350,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1ccccc1-c1nnn[nH]1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4476866,,2015,,CHEMBL4544865,,CHEMBL4544865,,0,http://www.openphacts.org/units/Nanomolar,3251308,=,38,1,=,,IC50,nM,,151000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,151.0
,,19455351,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1ccc(C(=O)O)c([N+](=O)[O-])c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4476866,,2015,,CHEMBL4549833,,CHEMBL4549833,,0,http://www.openphacts.org/units/Nanomolar,3251309,=,38,1,=,,IC50,nM,,155000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,155.0
,,19455352,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCc3ccc(C(=O)O)cc3C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '15.45', 'le': '0.28', 'lle': '2.77', 'sei': '6.48'}",CHEMBL4560523,,CHEMBL4560523,6.46,0,http://www.openphacts.org/units/Nanomolar,3251310,=,38,1,=,,IC50,nM,,343.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,0.343
,,19455353,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)NNC(=O)c2cccc(C(=O)O)c2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '13.58', 'le': '0.25', 'lle': '3.15', 'sei': '4.16'}",CHEMBL4562525,,CHEMBL4562525,5.72,0,http://www.openphacts.org/units/Nanomolar,3251311,=,38,1,=,,IC50,nM,,1890.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.89
,,19455354,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1N1CCN(C(=O)c2ccc(C(=O)O)c(-n3c(C)ccc3C)c2)CC1,,,CHEMBL4476866,,2015,"{'bei': '11.98', 'le': '0.22', 'lle': '0.94', 'sei': '7.60'}",CHEMBL4573045,,CHEMBL4573045,5.00,0,http://www.openphacts.org/units/Nanomolar,3251312,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455355,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1ccccc1C(=O)NS(C)(=O)=O,,,CHEMBL4476866,,2015,"{'bei': '17.10', 'le': '0.34', 'lle': '3.22', 'sei': '7.33'}",CHEMBL4561829,,CHEMBL4561829,5.00,0,http://www.openphacts.org/units/Nanomolar,3251313,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455356,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cccnc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '27.75', 'le': '0.51', 'lle': '3.81', 'sei': '10.89'}",CHEMBL4562506,,CHEMBL4562506,6.00,0,http://www.openphacts.org/units/Nanomolar,3251314,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19455357,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3cccc(O)c3)CC2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '14.30', 'le': '0.26', 'lle': '2.54', 'sei': '6.98'}",CHEMBL4588981,,CHEMBL4588981,6.00,0,http://www.openphacts.org/units/Nanomolar,3251315,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19455358,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1ccc(C(=O)NNC(=O)OC(C)(C)C)cc1-n1c(C)ccc1C,,,CHEMBL4476866,,2015,,CHEMBL4533829,,CHEMBL4533829,,0,http://www.openphacts.org/units/Nanomolar,3251316,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455359,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2CCCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)C2)cc1,,,CHEMBL4476866,,2015,"{'bei': '11.56', 'le': '0.21', 'lle': '0.18', 'sei': '6.97'}",CHEMBL4569325,,CHEMBL4569325,5.00,0,http://www.openphacts.org/units/Nanomolar,3251317,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455360,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(C(=O)NS(C)(=O)=O)cc3)C2)ccc1C(=O)NS(C)(=O)=O,,,CHEMBL4476866,,2015,,CHEMBL4561556,,CHEMBL4561556,,0,http://www.openphacts.org/units/Nanomolar,3251318,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455361,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1ncccc1C(=O)NS(C)(=O)=O,,,CHEMBL4476866,,2015,,CHEMBL4483821,,CHEMBL4483821,,0,http://www.openphacts.org/units/Nanomolar,3251319,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455362,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccccc3)C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '12.42', 'le': '0.23', 'lle': '0.19', 'sei': '7.99'}",CHEMBL4533752,,CHEMBL4533752,5.00,0,http://www.openphacts.org/units/Nanomolar,3251320,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455363,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(C2CCCN(C(=O)c3ccc(C(=O)O)c(-n4c(C)ccc4C)c3)C2)c1,,,CHEMBL4476866,,2015,"{'bei': '13.87', 'le': '0.26', 'lle': '1.18', 'sei': '8.36'}",CHEMBL4526749,,CHEMBL4526749,6.00,0,http://www.openphacts.org/units/Nanomolar,3251321,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19455364,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1ccccc1C(=O)NS(=O)(=O)C1CC1,,,CHEMBL4476866,,2015,,CHEMBL4564403,,CHEMBL4564403,,0,http://www.openphacts.org/units/Nanomolar,3251322,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455365,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1ccccc1C(=O)NS(=O)(=O)c1ccccc1,,,CHEMBL4476866,,2015,,CHEMBL4557769,,CHEMBL4557769,,0,http://www.openphacts.org/units/Nanomolar,3251323,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455366,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(F)(F)F)n1-c1ccccc1C(=O)O,,,CHEMBL4476866,,2015,,CHEMBL4581487,,CHEMBL4581487,,0,http://www.openphacts.org/units/Nanomolar,3251324,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455367,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(CNCc2ccc(C(=O)O)cc2)ccc1C(=O)O,,,CHEMBL4476866,,2015,,CHEMBL4592572,,CHEMBL4592572,,0,http://www.openphacts.org/units/Nanomolar,3251325,<,38,1,<,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.0
,,19455368,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3cccnc3)CC2)ccc1C(=O)O,,,CHEMBL4476866,,2015,,CHEMBL4560879,,CHEMBL4560879,,0,http://www.openphacts.org/units/Nanomolar,3251326,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455369,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3cccc(C(=O)O)c3)CC2)ccc1C(=O)O,,,CHEMBL4476866,,2015,,CHEMBL4537983,,CHEMBL4537983,,0,http://www.openphacts.org/units/Nanomolar,3251327,<,38,1,<,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.0
,,19455370,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(CNCc2cccc(C(=O)O)c2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '15.85', 'le': '0.29', 'lle': '2.22', 'sei': '6.55'}",CHEMBL4575641,,CHEMBL4575641,6.00,0,http://www.openphacts.org/units/Nanomolar,3251328,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19455371,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccccc1-n1c(Br)ccc1C(F)(F)F,,,CHEMBL4476866,,2015,"{'bei': '14.97', 'le': '0.36', 'lle': '1.04', 'sei': '11.84'}",CHEMBL4513297,,CHEMBL4513297,5.00,0,http://www.openphacts.org/units/Nanomolar,3251329,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455372,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3ccccc3C(=O)O)CC2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '13.41', 'le': '0.25', 'lle': '2.55', 'sei': '5.82'}",CHEMBL4483581,,CHEMBL4483581,6.00,0,http://www.openphacts.org/units/Nanomolar,3251330,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19455373,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCN(c3ccc(C(=O)O)cc3)CC2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '13.41', 'le': '0.25', 'lle': '2.55', 'sei': '5.82'}",CHEMBL4564656,,CHEMBL4564656,6.00,0,http://www.openphacts.org/units/Nanomolar,3251331,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19455374,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1C1CCCN(C(=O)c2ccc(C(=O)O)c(-n3c(C)ccc3C)c2)C1,,,CHEMBL4476866,,2015,,CHEMBL4515132,,CHEMBL4515132,,0,http://www.openphacts.org/units/Nanomolar,3251332,>,38,1,>,,IC50,nM,,100000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,100.0
,,19455375,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(Cl)cc3)C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '11.44', 'le': '0.22', 'lle': '-0.47', 'sei': '7.99'}",CHEMBL4568954,,CHEMBL4568954,5.00,0,http://www.openphacts.org/units/Nanomolar,3251333,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455376,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCC=C(c3ccc(C(=O)O)cc3)C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '11.25', 'le': '0.21', 'lle': '0.58', 'sei': '5.01'}",CHEMBL4573087,,CHEMBL4573087,5.00,0,http://www.openphacts.org/units/Nanomolar,3251334,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455377,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccccc3C(=O)O)C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,,CHEMBL4581563,,CHEMBL4581563,,0,http://www.openphacts.org/units/Nanomolar,3251335,<,38,1,<,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.0
,,19455378,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCC=C(c3cccc(C(=O)O)c3)C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '11.25', 'le': '0.21', 'lle': '0.58', 'sei': '5.01'}",CHEMBL4581045,,CHEMBL4581045,5.00,0,http://www.openphacts.org/units/Nanomolar,3251336,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455379,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccc(C(=O)NS(C)(=O)=O)cc3)C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '11.46', 'le': '0.22', 'lle': '2.50', 'sei': '4.77'}",CHEMBL4514773,,CHEMBL4514773,6.00,0,http://www.openphacts.org/units/Nanomolar,3251262,=,38,1,=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19455380,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(-c2nnc(-c3ccc(C(=O)O)cc3)o2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '12.39', 'le': '0.23', 'lle': '0.79', 'sei': '4.22'}",CHEMBL4569521,,CHEMBL4569521,5.00,0,http://www.openphacts.org/units/Nanomolar,3251261,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
,,19455381,[],CHEMBL4476912,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)n1-c1cc(C(=O)N2CCCC(c3ccccc3O)C2)ccc1C(=O)O,,,CHEMBL4476866,,2015,"{'bei': '11.95', 'le': '0.22', 'lle': '0.48', 'sei': '6.04'}",CHEMBL4588077,,CHEMBL4588077,5.00,0,http://www.openphacts.org/units/Nanomolar,3251260,=,38,1,=,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,100.0,10.0
